id,transaction_date,description,amount,reference_number
txn-04474,2024-12-10,HALL C DEP,1890.75,REF0474
txn-07078,2024-12-25,"THOMPSON, DANIEL CHECK DEP",2890.00,REF0078
txn-00265,2024-12-23,ADAMS SANDRA CHECK DEP,456.75,REF0265
txn-00305,2024-12-17,DANIEL RAY THOMPSON CHECK,2890.00,REF0305
txn-06695,2024-12-24,GARCIA JENN,4500.00,REF0695
txn-09550,2024-12-11,MIC THOMAS CHECK,1875.50,REF0550
txn-04153,2024-12-13,KEVIN MICHAEL PHILLIPS ACH,345.00,REF0153
txn-09967,2024-12-20,LOYALTY BONUS,53.82,EXT0967
txn-00211,2024-12-19,"GARCIA, JENNIFER CHECK DEP",4500.00,REF0211
txn-08270,2024-12-19,RONALD GENE GREEN PAYMENT,1234.00,REF0270
txn-05723,2024-12-25,CASH DEPOSIT,1875.50,
txn-05677,2024-12-15,ROBERT ANDERSON,725.00,REF0677
txn-09096,2024-12-23,DEPOSIT KEVIN MICHAEL PHILLIPS,345.00,REF0096
txn-09588,2024-12-11,K ALLEN ONLINE PMT,534.00,REF0588
txn-08676,2024-12-18,E WHITE DEP,5600.00,REF0676
txn-02208,2024-12-22,CHECK ELIZABETH JANE WHITE,5600.00,REF0208
txn-09804,2024-12-22,PAYMENT RECEIVED,1200.00,REF0804
txn-08628,2024-12-11,C BROWN CHECK,567.25,REF0628
txn-07892,2024-12-13,CHECK PAYMENT,789.25,
txn-08588,2024-12-11,K ALLEN ONLINE PMT,534.00,REF0588
txn-04295,2024-12-23,SMITH JOHN ACH PMT,450.00,REF0295
txn-01330,2024-12-25,DONALD RAY WRIGHT ONLINE PMT,2345.00,REF0330
txn-03571,2024-12-10,ASHLEY N,567.00,REF0571
txn-08896,2024-12-12,UNKNOWN DEPOSIT,2567.75,REF0896
txn-05857,2024-12-21,CHECK RECEIVED,5600.00,REF0857
txn-03753,2024-12-24,CASH DEPOSIT,675.00,REF0753
txn-06329,2024-12-25,PAYMENT PATRICIA SUE MARTIN,1100.00,REF0329
txn-07093,2024-12-11,"JACKSON, WILLIAM ACH",299.00,REF0093
txn-06128,2024-12-10,WALKER NANCY ONLINE,287.00,REF0128
txn-00249,2024-12-16,ONLINE KENNETH RAY BAKER,3456.00,REF0249
txn-04430,2024-12-15,CHECK DEP M THOMAS,1875.50,REF0430
txn-02262,2024-12-13,"BAKER, KENNETH ONLINE PMT",3456.00,REF0262
txn-05084,2024-12-23,KENNETH RAY BAKER WIRE,3456.00,REF0084
txn-02038,2024-12-24,CLARK JOSEPH ONLINE,1567.00,REF0038
txn-00411,2024-12-14,SMITH J ONLINE PMT,450.00,REF0411
txn-04150,2024-12-17,"WHITE, ELIZABETH ONLINE",5600.00,REF0150
txn-02850,2024-12-13,MISC PAYMENT,5600.00,
txn-07294,2024-12-23,"LEE, BARBARA ONLINE",345.50,REF0294
txn-07977,2024-12-22,PROMOTIONAL CREDIT,95.39,EXT0977
txn-08279,2024-12-23,JACKSON WILLIAM ACH,299.00,REF0279
txn-04183,2024-12-22,ACH DAVID ALLEN MARTINEZ,189.99,REF0183
txn-08547,2024-12-16,ACH PMT J CLARK,1567.00,REF0547
txn-05880,2024-12-21,MISC PAYMENT,189.99,
txn-06149,2024-12-22,JAMES PATRICK HARRIS DEPOSIT,432.75,REF0149
txn-00742,2024-12-12,PAYMENT,567.00,
txn-09261,2024-12-14,MITCHELL MARGARET WIRE,234.25,REF0261
txn-08686,2024-12-24,PATRICIA MARTIN,1100.00,REF0686
txn-07543,2024-12-10,MICHELLE T,1875.50,REF0543
txn-03179,2024-12-17,PAYMENT SUSAN KAY LEWIS,923.25,REF0179
txn-00356,2024-12-22,ROBINSON THOMAS ONLINE PMT,4125.00,REF0356
txn-06180,2024-12-17,JOHNSON SARAH CHECK DEP,1200.00,REF0180
txn-03153,2024-12-13,KEVIN MICHAEL PHILLIPS ACH,345.00,REF0153
txn-03711,2024-12-21,WIRE TRANSFER,1890.75,REF0711
txn-05613,2024-12-13,STEVEN YOUNG,6750.00,REF0613
txn-03690,2024-12-13,CARTER G ONLINE PMT,9870.50,REF0690
txn-09511,2024-12-15,JOHN SMITH,450.00,REF0511
txn-03314,2024-12-16,"THOMAS, MICHELLE DEPOSIT",1875.50,REF0314
txn-06131,2024-12-24,DAVID ALLEN MARTINEZ CHECK DEP,189.99,REF0131
txn-09344,2024-12-19,"WILLIAMS, MICHAEL ACH",875.50,REF0344
txn-04591,2024-12-10,SAR JOHNSON ACH,1200.00,REF0591
txn-00138,2024-12-12,SCOTT DOROTHY ACH PMT,789.25,REF0138
txn-08088,2024-12-20,ONLINE PMT SUSAN KAY LEWIS,923.25,REF0088
txn-09593,2024-12-25,BROWN C ACH,567.25,REF0593
txn-01783,2024-12-24,CHECK RECEIVED,4500.00,REF0783
txn-06331,2024-12-20,GEORGE WILLIAM CARTER ONLINE,9870.50,REF0331
txn-00858,2024-12-14,WIRE RECEIVED,2890.00,REF0858
txn-00686,2024-12-24,PATRICIA MARTIN,1100.00,REF0686
txn-07517,2024-12-22,BRIAN T,4560.00,REF0517
txn-09109,2024-12-11,"PEREZ, EDWARD ACH",1678.00,REF0109
txn-03487,2024-12-20,RON GREEN WIRE,1234.00,REF0487
txn-09510,2024-12-15,GREEN R ONLINE,1234.00,REF0510
txn-08202,2024-12-20,"BAKER, KENNETH ACH",3456.00,REF0202
txn-07859,2024-12-11,WIRE RECEIVED,1567.00,REF0859
txn-00630,2024-12-14,STEVEN Y,6750.00,REF0630
txn-09297,2024-12-14,"LEE, BARBARA WIRE",345.50,REF0297
txn-03978,2024-12-24,REFUND FROM VENDOR,61.66,EXT0978
txn-05622,2024-12-23,ROBERTS RUTH,892.50,REF0622
txn-08250,2024-12-23,SMITH JOHN CHECK DEP,450.00,REF0250
txn-09038,2024-12-24,CLARK JOSEPH ONLINE,1567.00,REF0038
txn-07377,2024-12-12,CAMPBELL MARIA ACH PMT,2567.75,REF0377
txn-09867,2024-12-15,CHECK RECEIVED,287.00,REF0867
txn-05536,2024-12-17,PAT MARTIN WIRE,1100.00,REF0536
txn-01688,2024-12-23,ROBINSON THOM,4125.00,REF0688
txn-05196,2024-12-20,JOHN DAVID SMITH PAYMENT,450.00,REF0196
txn-05503,2024-12-18,KING B CHECK DEP,198.50,REF0503
txn-01647,2024-12-19,ROBINSON T CHECK DEP,4125.00,REF0647
txn-09594,2024-12-23,KAR ALLEN ONLINE PMT,534.00,REF0594
txn-05789,2024-12-19,CHECK DEPOSIT,892.50,REF0789
txn-06846,2024-12-21,MISC PAYMENT,6750.00,
txn-04946,2024-12-20,REFUND FROM VENDOR,174.44,EXT0946
txn-04601,2024-12-20,JONES S ONLINE PMT,1200.00,REF0601
txn-01879,2024-12-19,WIRE RECEIVED,1100.00,REF0879
txn-00799,2024-12-22,CHECK RECEIVED,2567.75,
txn-09950,2024-12-12,DIVIDEND PAYMENT,390.48,EXT0950
txn-08609,2024-12-20,SUS LEWIS DEP,923.25,REF0609
txn-02123,2024-12-19,KING BETTY PAYMENT,198.50,REF0123
txn-01138,2024-12-12,SCOTT DOROTHY ACH PMT,789.25,REF0138
txn-06466,2024-12-19,MITCHELL M ACH,234.25,REF0466
txn-02560,2024-12-22,BROWN CHRI,567.25,REF0560
txn-07385,2024-12-21,"ROBERTS, RUTH ONLINE",892.50,REF0385
txn-03914,2024-12-14,BANK ADJUSTMENT,17.87,EXT0914
txn-06299,2024-12-18,"ROBINSON, THOMAS ONLINE PMT",4125.00,REF0299
txn-04817,2024-12-20,CHECK DEPOSIT,3200.00,REF0817
txn-04232,2024-12-15,CHRISTOPHER JAMES BROWN CHECK DEP,567.25,REF0232
txn-03291,2024-12-25,NELSON ASHLEY DEP,567.00,REF0291
txn-04730,2024-12-25,CHECK DEPOSIT,2340.00,REF0730
txn-08424,2024-12-10,JENNIFER GARCIA,4500.00,REF0424
txn-02633,2024-12-12,CARTER G ACH,9870.50,REF0633
txn-04537,2024-12-16,CHECK DEP A NELSON,567.00,REF0537
txn-02283,2024-12-15,"KING, BETTY PAYMENT",198.50,REF0283
txn-07181,2024-12-22,WIRE AMANDA LYNN WILSON,3200.00,REF0181
txn-00634,2024-12-25,CHRISTOPHER BROWN,567.25,REF0634
txn-06747,2024-12-23,ACH DEPOSIT,287.00,
txn-02767,2024-12-19,WIRE RECEIVED,1678.00,REF0767
txn-07699,2024-12-13,J SMITH DEP,450.00,REF0699
txn-07084,2024-12-23,KENNETH RAY BAKER WIRE,3456.00,REF0084
txn-01026,2024-12-15,WIRE MICHAEL ROBERT WILLIAMS,875.50,REF0026
txn-05539,2024-12-19,JENNIFER GARCIA,4500.00,REF0539
txn-07365,2024-12-19,JACKSON WILLIAM ONLINE,299.00,REF0365
txn-05682,2024-12-19,BRIAN TURNER,4560.00,REF0682
txn-06379,2024-12-14,ROBINSON THOMAS DEP,4125.00,REF0379
txn-03499,2024-12-23,ADAMS SAND,456.75,REF0499
txn-02157,2024-12-13,CARTER GEORGE ONLINE,9870.50,REF0157
txn-05757,2024-12-18,DEPOSIT,2340.00,REF0757
txn-09387,2024-12-14,PAYMENT PATRICIA SUE MARTIN,1100.00,REF0387
txn-06304,2024-12-12,ONLINE PMT JAMES PATRICK HARRIS,432.75,REF0304
txn-05386,2024-12-13,SANDRA LEE ADAMS ONLINE,456.75,REF0386
txn-04103,2024-12-22,DAVIS EMILY ACH PMT,2340.00,REF0103
txn-03747,2024-12-23,ACH DEPOSIT,287.00,
txn-07244,2024-12-12,WRIGHT DONALD ONLINE,2345.00,REF0244
txn-06801,2024-12-11,CASH DEPOSIT,1567.00,
txn-08254,2024-12-19,DONALD RAY WRIGHT CHECK,2345.00,REF0254
txn-02988,2024-12-10,VENDOR REBATE,1447.97,EXT0988
txn-06197,2024-12-10,ELIZABETH JANE WHITE CHECK DEP,5600.00,REF0197
txn-06100,2024-12-11,MARGARET ANN MITCHELL ONLINE PMT,234.25,REF0100
txn-09028,2024-12-23,WIRE ROBERT LEE ANDERSON,725.00,REF0028
txn-06280,2024-12-12,JOHN DAVID SMITH ACH PMT,450.00,REF0280
txn-09972,2024-12-21,INSURANCE REFUND,4142.36,EXT0972
txn-01900,2024-12-22,ACH DEPOSIT,4125.00,
txn-02218,2024-12-21,ONLINE PMT MICHELLE KATE THOMAS,1875.50,REF0218
txn-07302,2024-12-13,JACKSON WILLIAM ACH,299.00,REF0302
txn-06058,2024-12-13,"TURNER, BRIAN CHECK",4560.00,REF0058
txn-04985,2024-12-25,INSURANCE REFUND,3263.32,EXT0985
txn-04187,2024-12-20,DEP JENNIFER ANN GARCIA,4500.00,REF0187
txn-08851,2024-12-25,ONLINE DEPOSIT,725.00,
txn-06648,2024-12-17,MARTINEZ DAVI,189.99,REF0648
txn-04356,2024-12-22,ROBINSON THOMAS ONLINE PMT,4125.00,REF0356
txn-00046,2024-12-18,ONLINE SANDRA LEE ADAMS,456.75,REF0046
txn-09477,2024-12-13,NELSON ASHL,567.00,REF0477
txn-01685,2024-12-24,CHECK DEP S JOHNSON,1200.00,REF0685
txn-09952,2024-12-16,LOYALTY BONUS,26.60,EXT0952
txn-04445,2024-12-11,S YOUNG ACH PMT,6750.00,REF0445
txn-02952,2024-12-16,LOYALTY BONUS,26.60,EXT0952
txn-05183,2024-12-22,ACH DAVID ALLEN MARTINEZ,189.99,REF0183
txn-08293,2024-12-12,WIRE BRIAN LEE TURNER,4560.00,REF0293
txn-02081,2024-12-13,SMITH JOHN CHECK,450.00,REF0081
txn-07456,2024-12-10,DAVIS E CHECK DEP,2340.00,REF0456
txn-08801,2024-12-11,CASH DEPOSIT,1567.00,
txn-04733,2024-12-14,MISC PAYMENT,1678.00,
txn-02708,2024-12-21,CHECK DEPOSIT,432.75,REF0708
txn-06121,2024-12-18,ROBINSON THOMAS DEP,4125.00,REF0121
txn-05186,2024-12-23,"THOMAS, MICHELLE WIRE",1875.50,REF0186
txn-08074,2024-12-21,"WILLIAMS, MICHAEL WIRE",875.50,REF0074
txn-00208,2024-12-22,CHECK ELIZABETH JANE WHITE,5600.00,REF0208
txn-07678,2024-12-20,E WHITE DEPOSIT,5600.00,REF0678
txn-09715,2024-12-12,PAYMENT RECEIVED,432.75,
txn-09265,2024-12-23,ADAMS SANDRA CHECK DEP,456.75,REF0265
txn-00458,2024-12-20,MARIA CAMPBELL,2567.75,REF0458
txn-01958,2024-12-12,TAX REFUND DEPOSIT,1607.24,EXT0958
txn-05769,2024-12-22,MISC PAYMENT,1678.00,
txn-03567,2024-12-15,LINDA MOORE,675.00,REF0567
txn-02710,2024-12-13,ACH DEPOSIT,1100.00,
txn-09642,2024-12-19,JOHN SMITH,450.00,REF0642
txn-07685,2024-12-24,CHECK DEP S JOHNSON,1200.00,REF0685
txn-07402,2024-12-24,WILSON A ONLINE PMT,3200.00,REF0402
txn-05229,2024-12-18,RUTH ELLEN ROBERTS DEP,892.50,REF0229
txn-01880,2024-12-21,MISC PAYMENT,189.99,
txn-02970,2024-12-17,REFUND FROM VENDOR,492.10,EXT0970
txn-04284,2024-12-21,JOHNSON SARAH ACH PMT,1200.00,REF0284
txn-02280,2024-12-12,JOHN DAVID SMITH ACH PMT,450.00,REF0280
txn-03816,2024-12-11,ONLINE DEPOSIT,2567.75,
txn-00818,2024-12-24,PAYMENT RECEIVED,2345.00,REF0818
txn-09522,2024-12-10,TAYLOR R CHECK DEP,8900.00,REF0522
txn-09617,2024-12-14,MITCHELL M DEPOSIT,234.25,REF0617
txn-04303,2024-12-20,"ADAMS, SANDRA ACH PMT",456.75,REF0303
txn-09730,2024-12-25,CHECK DEPOSIT,2340.00,REF0730
txn-08283,2024-12-15,"KING, BETTY PAYMENT",198.50,REF0283
txn-00642,2024-12-19,JOHN SMITH,450.00,REF0642
txn-05713,2024-12-21,CHECK DEPOSIT,675.00,REF0713
txn-07945,2024-12-18,TAX REFUND DEPOSIT,1880.21,EXT0945
txn-03078,2024-12-25,"THOMPSON, DANIEL CHECK DEP",2890.00,REF0078
txn-06019,2024-12-19,WRIGHT DONALD CHECK,2345.00,REF0019
txn-01744,2024-12-15,CHECK RECEIVED,3200.00,
txn-05748,2024-12-20,ONLINE DEPOSIT,4125.00,REF0748
txn-01245,2024-12-17,BARBARA JEAN LEE ACH PMT,345.50,REF0245
txn-07549,2024-12-22,ONLINE PMT A NELSON,567.00,REF0549
txn-07802,2024-12-23,PAYMENT,1234.00,REF0802
txn-04567,2024-12-15,LINDA MOORE,675.00,REF0567
txn-07447,2024-12-25,DAVID M,189.99,REF0447
txn-05772,2024-12-10,ACH DEPOSIT,1200.00,REF0772
txn-06136,2024-12-12,DONALD RAY WRIGHT DEPOSIT,2345.00,REF0136
txn-06690,2024-12-13,CARTER G ONLINE PMT,9870.50,REF0690
txn-05027,2024-12-14,KEVIN MICHAEL PHILLIPS CHECK,345.00,REF0027
txn-09494,2024-12-15,ROBERTS R CHECK,892.50,REF0494
txn-06347,2024-12-17,WIRE CHARLES EDWARD HALL,1890.75,REF0347
txn-09318,2024-12-20,"WALKER, NANCY ACH PMT",287.00,REF0318
txn-01493,2024-12-10,E PEREZ ONLINE PMT,1678.00,REF0493
txn-02222,2024-12-24,"WHITE, ELIZABETH CHECK",5600.00,REF0222
txn-00935,2024-12-15,DIVIDEND PAYMENT,320.70,EXT0935
txn-08345,2024-12-17,"THOMAS, MICHELLE ONLINE",1875.50,REF0345
txn-04422,2024-12-25,MAR MITCHELL DEPOSIT,234.25,REF0422
txn-06844,2024-12-25,ACH DEPOSIT,1678.00,
txn-05268,2024-12-25,DEP AMANDA LYNN WILSON,3200.00,REF0268
txn-03857,2024-12-21,CHECK RECEIVED,5600.00,REF0857
txn-06908,2024-12-20,DIVIDEND PAYMENT,628.95,EXT0908
txn-08781,2024-12-18,ACH TRANSFER,1100.00,
txn-00951,2024-12-24,GRANT DEPOSIT,15613.00,EXT0951
txn-07501,2024-12-23,ONLINE A NELSON,567.00,REF0501
txn-05078,2024-12-25,"THOMPSON, DANIEL CHECK DEP",2890.00,REF0078
txn-02836,2024-12-24,ACH DEPOSIT,4125.00,
txn-05675,2024-12-20,WHITE ELIZ,5600.00,REF0675
txn-04476,2024-12-24,DONALD W,2345.00,REF0476
txn-07959,2024-12-22,INSURANCE REFUND,3726.62,EXT0959
txn-09371,2024-12-13,ONLINE PMT STEVEN PAUL YOUNG,6750.00,REF0371
txn-04076,2024-12-23,DEP DANIEL RAY THOMPSON,2890.00,REF0076
txn-06847,2024-12-16,WIRE RECEIVED,456.75,
txn-08618,2024-12-24,HARRIS J DEP,432.75,REF0618
txn-04075,2024-12-11,ADAMS SANDRA ACH,456.75,REF0075
txn-05701,2024-12-22,CASH DEPOSIT,456.75,
txn-07301,2024-12-11,"WALKER, NANCY ACH",287.00,REF0301
txn-07022,2024-12-21,KENNETH RAY BAKER PAYMENT,3456.00,REF0022
txn-06837,2024-12-23,WIRE TRANSFER,8900.00,
txn-08381,2024-12-11,JAMES PATRICK HARRIS ONLINE PMT,432.75,REF0381
txn-07984,2024-12-21,LOYALTY BONUS,45.20,EXT0984
txn-04612,2024-12-15,ELI WHITE DEP,5600.00,REF0612
txn-01668,2024-12-19,KEVIN P,345.00,REF0668
txn-09743,2024-12-11,PAYMENT RECEIVED,345.00,
txn-05003,2024-12-10,CLARK JOSEPH ACH,1567.00,REF0003
txn-00447,2024-12-25,DAVID M,189.99,REF0447
txn-01382,2024-12-18,SARAH ELIZABETH JONES ONLINE PMT,1200.00,REF0382
txn-02019,2024-12-19,WRIGHT DONALD CHECK,2345.00,REF0019
txn-09085,2024-12-14,WIRE GEORGE WILLIAM CARTER,9870.50,REF0085
txn-08701,2024-12-22,CASH DEPOSIT,456.75,
txn-09605,2024-12-23,ACH PMT E WHITE,5600.00,REF0605
txn-02851,2024-12-25,ONLINE DEPOSIT,725.00,
txn-01489,2024-12-23,CARTER GEOR,9870.50,REF0489
txn-00098,2024-12-11,"DAVIS, EMILY ONLINE PMT",2340.00,REF0098
txn-05696,2024-12-24,ACH PMT K PHILLIPS,345.00,REF0696
txn-00712,2024-12-10,ONLINE DEPOSIT,299.00,
txn-01179,2024-12-17,PAYMENT SUSAN KAY LEWIS,923.25,REF0179
txn-08565,2024-12-14,DOR SCOTT ONLINE,789.25,REF0565
txn-00080,2024-12-14,CHRISTOPHER JAMES BROWN ACH,567.25,REF0080
txn-09776,2024-12-21,ONLINE DEPOSIT,3200.00,REF0776
txn-04319,2024-12-18,ACH MARIA TERESA CAMPBELL,2567.75,REF0319
txn-06141,2024-12-25,"WHITE, ELIZABETH WIRE",5600.00,REF0141
txn-09532,2024-12-25,PAYMENT D MARTINEZ,189.99,REF0532
txn-02305,2024-12-17,DANIEL RAY THOMPSON CHECK,2890.00,REF0305
txn-04919,2024-12-10,EXTERNAL TRANSFER IN,5592.31,EXT0919
txn-08967,2024-12-20,LOYALTY BONUS,53.82,EXT0967
txn-03758,2024-12-13,DEPOSIT,287.00,REF0758
txn-08524,2024-12-21,M MITCHELL WIRE,234.25,REF0524
txn-05461,2024-12-25,CHARLES HALL,1890.75,REF0461
txn-04564,2024-12-20,DONALD W,2345.00,REF0564
txn-04246,2024-12-16,MOORE LINDA ONLINE PMT,675.00,REF0246
txn-03128,2024-12-10,WALKER NANCY ONLINE,287.00,REF0128
txn-09319,2024-12-18,ACH MARIA TERESA CAMPBELL,2567.75,REF0319
txn-02277,2024-12-15,KENNETH RAY BAKER DEP,3456.00,REF0277
txn-08860,2024-12-10,WIRE RECEIVED,567.00,REF0860
txn-09915,2024-12-11,EXTERNAL TRANSFER IN,8258.47,EXT0915
txn-02059,2024-12-21,"NELSON, ASHLEY DEP",567.00,REF0059
txn-05510,2024-12-15,GREEN R ONLINE,1234.00,REF0510
txn-05255,2024-12-25,"THOMAS, MICHELLE ONLINE",1875.50,REF0255
txn-04488,2024-12-21,E WHITE CHECK,5600.00,REF0488
txn-04703,2024-12-15,WIRE TRANSFER,1567.00,REF0703
txn-01691,2024-12-11,BROWN CHRI,567.25,REF0691
txn-08544,2024-12-18,E PEREZ CHECK,1678.00,REF0544
txn-05012,2024-12-19,NANCY LOU WALKER ACH PMT,287.00,REF0012
txn-01910,2024-12-21,EXTERNAL TRANSFER IN,2223.79,EXT0910
txn-05447,2024-12-25,DAVID M,189.99,REF0447
txn-09502,2024-12-12,DOR SCOTT WIRE,789.25,REF0502
txn-09331,2024-12-20,GEORGE WILLIAM CARTER ONLINE,9870.50,REF0331
txn-07217,2024-12-19,WILSON AMANDA ACH,3200.00,REF0217
txn-05763,2024-12-22,CASH DEPOSIT,892.50,REF0763
txn-05029,2024-12-23,ONLINE PMT JAMES PATRICK HARRIS,432.75,REF0029
txn-07810,2024-12-24,COUNTER DEPOSIT,1234.00,REF0810
txn-01838,2024-12-14,PAYMENT RECEIVED,2340.00,
txn-01332,2024-12-20,CAMPBELL MARIA CHECK,2567.75,REF0332
txn-05137,2024-12-24,RONALD GENE GREEN ONLINE,1234.00,REF0137
txn-04106,2024-12-17,SUSAN KAY LEWIS PAYMENT,923.25,REF0106
txn-06597,2024-12-19,JENNIFER G,4500.00,REF0597
txn-05812,2024-12-17,CHECK PAYMENT,2345.00,REF0812
txn-02279,2024-12-23,JACKSON WILLIAM ACH,299.00,REF0279
txn-04997,2024-12-25,INSURANCE REFUND,3688.02,EXT0997
txn-07453,2024-12-15,DANIEL T,2890.00,REF0453
txn-08274,2024-12-11,CHECK DEP SANDRA LEE ADAMS,456.75,REF0274
txn-04698,2024-12-14,AMANDA WILSON,3200.00,REF0698
txn-05603,2024-12-25,PAYMENT E WHITE,5600.00,REF0603
txn-04128,2024-12-10,WALKER NANCY ONLINE,287.00,REF0128
txn-03102,2024-12-11,BARBARA JEAN LEE WIRE,345.50,REF0102
txn-01837,2024-12-23,WIRE TRANSFER,8900.00,
txn-01425,2024-12-14,ONLINE PMT J HARRIS,432.75,REF0425
txn-03485,2024-12-20,WALKER NANC,287.00,REF0485
txn-02473,2024-12-10,ACH PMT E PEREZ,1678.00,REF0473
txn-02999,2024-12-15,ROYALTY PAYMENT,802.57,EXT0999
txn-03233,2024-12-22,SARAH MARIE JOHNSON DEP,1200.00,REF0233
txn-02915,2024-12-11,EXTERNAL TRANSFER IN,8258.47,EXT0915
txn-08051,2024-12-10,WIRE WILLIAM SCOTT JACKSON,299.00,REF0051
txn-05990,2024-12-15,LOYALTY BONUS,26.06,EXT0990
txn-06305,2024-12-17,DANIEL RAY THOMPSON CHECK,2890.00,REF0305
txn-06907,2024-12-10,EXTERNAL TRANSFER IN,9191.02,EXT0907
txn-03922,2024-12-18,REFUND FROM VENDOR,390.70,EXT0922
txn-04516,2024-12-14,ACH D SCOTT,789.25,REF0516
txn-07177,2024-12-12,DEP LINDA CAROL MOORE,675.00,REF0177
txn-04604,2024-12-10,DAVIS EMIL,2340.00,REF0604
txn-04678,2024-12-20,E WHITE DEPOSIT,5600.00,REF0678
txn-05385,2024-12-21,"ROBERTS, RUTH ONLINE",892.50,REF0385
txn-03252,2024-12-13,ACH PMT THOMAS WAYNE ROBINSON,4125.00,REF0252
txn-00765,2024-12-16,CHECK PAYMENT,234.25,REF0765
txn-01966,2024-12-24,LOYALTY BONUS,52.31,EXT0966
txn-05605,2024-12-23,ACH PMT E WHITE,5600.00,REF0605
txn-01802,2024-12-23,PAYMENT,1234.00,REF0802
txn-08906,2024-12-17,SETTLEMENT PAYMENT,5709.05,EXT0906
txn-05243,2024-12-18,"MOORE, LINDA CHECK",675.00,REF0243
txn-01378,2024-12-25,THOMAS MICHELLE ONLINE PMT,1875.50,REF0378
txn-06922,2024-12-18,REFUND FROM VENDOR,390.70,EXT0922
txn-09104,2024-12-20,ONLINE CHARLES EDWARD HALL,1890.75,REF0104
txn-04306,2024-12-19,ACH PMT EMILY ROSE DAVIS,2340.00,REF0306
txn-08116,2024-12-10,ONLINE PMT THOMAS WAYNE ROBINSON,4125.00,REF0116
txn-04746,2024-12-18,CASH DEPOSIT,432.75,REF0746
txn-00377,2024-12-12,CAMPBELL MARIA ACH PMT,2567.75,REF0377
txn-06941,2024-12-19,INVESTMENT INCOME,756.49,EXT0941
txn-04645,2024-12-12,CHECK DEP D MARTINEZ,189.99,REF0645
txn-00370,2024-12-11,MARIA TERESA CAMPBELL CHECK DEP,2567.75,REF0370
txn-07735,2024-12-20,PAYMENT RECEIVED,725.00,REF0735
txn-08786,2024-12-11,PAYMENT RECEIVED,2340.00,
txn-04865,2024-12-18,CHECK RECEIVED,1567.00,REF0865
txn-04066,2024-12-18,JENNIFER ANN GARCIA DEPOSIT,4500.00,REF0066
txn-05044,2024-12-14,CHECK JENNIFER ANN GARCIA,4500.00,REF0044
txn-07105,2024-12-12,MITCHELL MARGARET ACH,234.25,REF0105
txn-03413,2024-12-14,EMILY D,2340.00,REF0413
txn-01524,2024-12-21,M MITCHELL WIRE,234.25,REF0524
txn-04480,2024-12-22,EDWARD PEREZ,1678.00,REF0480
txn-05685,2024-12-24,CHECK DEP S JOHNSON,1200.00,REF0685
txn-05851,2024-12-25,ONLINE DEPOSIT,725.00,
txn-00977,2024-12-22,PROMOTIONAL CREDIT,95.39,EXT0977
txn-06109,2024-12-11,"PEREZ, EDWARD ACH",1678.00,REF0109
txn-00571,2024-12-10,ASHLEY N,567.00,REF0571
txn-06778,2024-12-12,WIRE RECEIVED,534.00,REF0778
txn-05825,2024-12-19,WIRE TRANSFER,6750.00,REF0825
txn-06187,2024-12-20,DEP JENNIFER ANN GARCIA,4500.00,REF0187
txn-03832,2024-12-19,ACH TRANSFER,1234.00,
txn-01071,2024-12-25,CLARK JOSEPH PAYMENT,1567.00,REF0071
txn-06850,2024-12-13,MISC PAYMENT,5600.00,
txn-07133,2024-12-21,"WRIGHT, DONALD DEP",2345.00,REF0133
txn-01652,2024-12-10,MIC THOMAS DEP,1875.50,REF0652
txn-01469,2024-12-16,ANDERSON R WIRE,725.00,REF0469
txn-05034,2024-12-12,BAKER KENNETH PAYMENT,3456.00,REF0034
txn-02843,2024-12-20,CHECK DEPOSIT,234.25,
txn-00795,2024-12-23,ACH TRANSFER,4560.00,REF0795
txn-08518,2024-12-13,MITCHELL M WIRE,234.25,REF0518
txn-05104,2024-12-20,ONLINE CHARLES EDWARD HALL,1890.75,REF0104
txn-07759,2024-12-21,UNKNOWN DEPOSIT,450.00,
txn-05983,2024-12-18,REFUND FROM VENDOR,334.01,EXT0983
txn-01745,2024-12-24,WIRE RECEIVED,725.00,REF0745
txn-04497,2024-12-24,E WHITE ACH,5600.00,REF0497
txn-07754,2024-12-13,WIRE TRANSFER,345.00,REF0754
txn-06762,2024-12-14,CASH DEPOSIT,3200.00,REF0762
txn-06636,2024-12-15,LEE B ONLINE PMT,345.50,REF0636
txn-09481,2024-12-10,JEN GARCIA ONLINE,4500.00,REF0481
txn-03639,2024-12-18,PAT MARTIN PAYMENT,1100.00,REF0639
txn-04533,2024-12-18,ADAMS SAND,456.75,REF0533
txn-04481,2024-12-10,JEN GARCIA ONLINE,4500.00,REF0481
txn-02881,2024-12-24,ONLINE DEPOSIT,2340.00,REF0881
txn-07411,2024-12-14,SMITH J ONLINE PMT,450.00,REF0411
txn-02955,2024-12-25,DIVIDEND PAYMENT,849.33,EXT0955
txn-02520,2024-12-18,J CLARK ONLINE,1567.00,REF0520
txn-00050,2024-12-21,"WILSON, AMANDA ONLINE",3200.00,REF0050
txn-09402,2024-12-24,WILSON A ONLINE PMT,3200.00,REF0402
txn-05377,2024-12-12,CAMPBELL MARIA ACH PMT,2567.75,REF0377
txn-00781,2024-12-18,ACH TRANSFER,1100.00,
txn-00388,2024-12-18,CLARK JOSEPH ACH PMT,1567.00,REF0388
txn-03710,2024-12-13,ACH DEPOSIT,1100.00,
